,TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,addr1,addr2,dist1,dist2
11888,2998888,1,342751,50.0,W,visa,debit,gmail.com,,384.0,87.0,4.0,
11898,2998898,1,342985,59.0,W,visa,debit,gmail.com,,384.0,87.0,4.0,
11942,2998942,1,343630,80.0,W,visa,debit,,,476.0,87.0,26.0,
12193,2999193,1,347230,150.0,H,visa,credit,gmail.com,gmail.com,299.0,87.0,,
12200,2999200,1,347306,150.0,H,visa,credit,gmail.com,gmail.com,299.0,87.0,,
12282,2999282,1,348663,225.0,R,visa,credit,gmail.com,gmail.com,299.0,87.0,,
12284,2999284,1,348680,225.0,R,visa,credit,gmail.com,gmail.com,299.0,87.0,,
12300,2999300,1,348824,150.0,W,visa,debit,,,204.0,87.0,,
12324,2999324,1,349111,225.0,R,visa,credit,gmail.com,gmail.com,472.0,87.0,,
12337,2999337,1,349310,60.0,W,mastercard,credit,aol.com,,204.0,87.0,,
12347,2999347,1,349503,77.0,W,mastercard,credit,aol.com,,204.0,87.0,13.0,
12362,2999362,1,349798,104.889,C,mastercard,debit,hotmail.com,hotmail.com,,,,
12429,2999429,1,350913,390.0,W,visa,credit,me.com,,299.0,87.0,,
12463,2999463,1,351559,50.0,H,visa,debit,gmail.com,hotmail.com,204.0,87.0,,
12467,2999467,1,351606,50.0,H,visa,debit,gmail.com,hotmail.com,204.0,87.0,,
12501,2999501,1,352314,59.0,W,mastercard,debit,gmail.com,,204.0,87.0,,
12505,2999505,1,352339,100.0,W,visa,debit,,,204.0,87.0,,
12611,2999611,1,354200,37.219,C,mastercard,credit,gmail.com,gmail.com,,,,82.0
12617,2999617,1,354268,37.219,C,mastercard,credit,gmail.com,gmail.com,,,,82.0
12733,2999733,1,356675,73.0,W,visa,debit,yahoo.com,,433.0,87.0,,
12741,2999741,1,356879,150.0,H,visa,credit,sbcglobal.net,gmail.com,299.0,87.0,,
12748,2999748,1,356984,117.0,W,discover,credit,yahoo.com,,299.0,87.0,18.0,
12785,2999785,1,357806,77.0,W,mastercard,debit,gmail.com,,123.0,87.0,38.0,
12806,2999806,1,358093,48.94,C,mastercard,credit,gmail.com,gmail.com,,,,
12814,2999814,1,358194,554.0,W,mastercard,debit,gmail.com,,204.0,87.0,,
12815,2999815,1,358230,113.348,C,visa,credit,gmail.com,gmail.com,,,,131.0
12816,2999816,1,358286,20.0,S,mastercard,debit,,gmail.com,337.0,87.0,,
12817,2999817,1,358313,20.0,S,mastercard,debit,,gmail.com,337.0,87.0,,
12850,2999850,1,359130,134.857,C,mastercard,credit,gmail.com,gmail.com,,,,
12857,2999857,1,359296,77.0,W,mastercard,debit,gmail.com,,123.0,87.0,38.0,
13027,3000027,1,364121,14.26,C,visa,debit,,,,,,
13028,3000028,1,364187,14.26,C,visa,debit,,,,,,
13048,3000048,1,365118,729.95,W,visa,debit,gmail.com,,264.0,87.0,1219.0,
13080,3000080,1,366500,56.31100000000001,C,mastercard,credit,gmail.com,gmail.com,,,,744.0
13083,3000083,1,366657,56.31100000000001,C,mastercard,credit,gmail.com,gmail.com,,,,744.0
13099,3000099,1,367301,200.0,W,mastercard,debit,gmail.com,,204.0,87.0,,
13108,3000108,1,367663,31.95,W,visa,debit,,,299.0,87.0,11.0,
13134,3000134,1,369732,14.26,C,visa,debit,,,,,,
13145,3000145,1,370540,53.713,C,mastercard,credit,hotmail.com,hotmail.com,,,,
13167,3000167,1,373321,14.26,C,visa,debit,,,,,,
13170,3000170,1,373672,226.0,W,visa,credit,,,310.0,87.0,7.0,
13180,3000180,1,376168,226.0,W,mastercard,debit,aol.com,,310.0,87.0,1550.0,
13198,3000198,1,379271,14.26,C,visa,debit,,,,,,
13228,3000228,1,386443,20.0,W,visa,debit,aol.com,,220.0,87.0,,
13272,3000272,1,390248,226.0,W,visa,debit,,,272.0,87.0,,
13280,3000280,1,390574,296.95,W,visa,credit,,,177.0,87.0,,
13338,3000338,1,393559,500.0,W,visa,credit,hotmail.com,,158.0,87.0,,
13368,3000368,1,394443,213.0,W,visa,credit,hotmail.com,,158.0,87.0,8.0,
13385,3000385,1,394808,39.0,W,visa,debit,comcast.net,,337.0,87.0,,
13393,3000393,1,395092,34.0,W,visa,debit,comcast.net,,337.0,87.0,,
13448,3000448,1,396305,57.95,W,mastercard,debit,anonymous.com,,325.0,87.0,,
13601,3000601,1,399344,75.0,W,visa,debit,yahoo.com,,272.0,87.0,,
13633,3000633,1,399953,83.5,W,visa,debit,,,272.0,87.0,,
13650,3000650,1,400183,92.95,W,mastercard,debit,,,231.0,87.0,,
13737,3000737,1,401746,15.0,S,visa,debit,,yahoo.com,272.0,87.0,,
13769,3000769,1,402152,744.95,W,mastercard,credit,,,264.0,87.0,28.0,
14010,3001010,1,405218,23.564,C,visa,credit,,,,,,
14013,3001013,1,405254,59.0,W,visa,debit,yahoo.com,,325.0,87.0,,
14024,3001024,1,405364,117.0,W,mastercard,debit,,,191.0,87.0,37.0,
14037,3001037,1,405488,38.669000000000004,C,visa,credit,,,,,,
14048,3001048,1,405571,38.669000000000004,C,visa,credit,,,,,,
14052,3001052,1,405636,38.669000000000004,C,visa,credit,,,,,,
14109,3001109,1,406621,226.0,W,mastercard,debit,yahoo.com,,337.0,87.0,5.0,
14154,3001154,1,407148,113.348,C,mastercard,credit,,,,,,
14172,3001172,1,407478,107.95,W,mastercard,debit,,,231.0,87.0,,
14175,3001175,1,407488,107.95,W,mastercard,debit,,,231.0,87.0,,
14204,3001204,1,407852,47.732,C,mastercard,credit,,,,,,
14233,3001233,1,408191,52.445,C,mastercard,credit,,,,,,
14289,3001289,1,408789,160.5,W,visa,debit,hotmail.com,,272.0,87.0,,
14473,3001473,1,411080,90.87200000000001,C,visa,credit,,,,,,
14505,3001505,1,411513,19.334,C,visa,credit,,,,,,
14510,3001510,1,411582,85.615,C,visa,credit,,,,,,
14513,3001513,1,411643,19.334,C,visa,credit,,,,,,
14556,3001556,1,412478,301.95,W,visa,credit,,,231.0,87.0,,
14689,3001689,1,413915,160.475,C,visa,credit,,,,,,
14694,3001694,1,414029,160.475,C,visa,credit,,,,,,
14728,3001728,1,414350,80.238,C,visa,credit,,,,,,
14787,3001787,1,415108,47.732,C,mastercard,credit,,,,,,
14790,3001790,1,415187,47.732,C,mastercard,credit,,,,,,
14792,3001792,1,415195,100.0,W,mastercard,credit,gmail.com,,264.0,87.0,,
14903,3001903,1,416562,92.0,W,visa,debit,gmail.com,,337.0,87.0,272.0,
14959,3001959,1,417155,46.282,C,mastercard,credit,gmail.com,gmail.com,,,,
14977,3001977,1,417392,46.282,C,mastercard,credit,gmail.com,gmail.com,,,,
14982,3001982,1,417446,46.282,C,mastercard,credit,gmail.com,gmail.com,,,,
15079,3002079,1,418903,60.722,C,mastercard,debit,hotmail.com,hotmail.com,,,,
15100,3002100,1,419140,40.0,W,visa,credit,gmail.com,,204.0,87.0,,
15117,3002117,1,419356,171.0,W,visa,debit,gmail.com,,272.0,87.0,,
15165,3002165,1,419838,60.722,C,mastercard,credit,hotmail.com,hotmail.com,,,,
15188,3002188,1,420130,40.0,W,mastercard,credit,aol.com,,204.0,87.0,13.0,
15252,3002252,1,420976,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,
15265,3002265,1,421083,475.0,W,visa,debit,gmail.com,,441.0,87.0,14.0,
15328,3002328,1,421937,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
15341,3002341,1,422106,78.788,C,mastercard,credit,hotmail.com,hotmail.com,,,,1.0
15347,3002347,1,422177,30.0,W,visa,debit,aol.com,,220.0,87.0,,
15355,3002355,1,422247,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
15386,3002386,1,422586,117.0,W,mastercard,debit,gmail.com,,299.0,87.0,2.0,
15406,3002406,1,422812,97.95,W,visa,debit,anonymous.com,,264.0,87.0,0.0,
15413,3002413,1,422869,150.0,R,american express,credit,gmail.com,gmail.com,299.0,87.0,,
15489,3002489,1,423650,100.0,H,mastercard,credit,gmail.com,gmail.com,441.0,87.0,,
15554,3002554,1,424486,226.0,W,visa,credit,hotmail.com,,272.0,87.0,88.0,
15638,3002638,1,425652,25.0,H,visa,credit,gmail.com,hotmail.com,204.0,87.0,,
15674,3002674,1,426233,117.0,W,mastercard,debit,,,123.0,87.0,,
15769,3002769,1,427413,23.25,W,visa,debit,gmail.com,,308.0,87.0,,
15800,3002800,1,427826,13.25,W,visa,debit,gmail.com,,308.0,87.0,,
15824,3002824,1,428152,28.866,C,visa,credit,gmail.com,gmail.com,,,,421.0
15829,3002829,1,428237,28.866,C,visa,credit,gmail.com,gmail.com,,,,421.0
15881,3002881,1,428832,250.0,W,visa,credit,hotmail.com,,158.0,87.0,,
15894,3002894,1,428937,29.0,W,mastercard,debit,gmail.com,,315.0,87.0,5.0,
15903,3002903,1,429085,281.8,W,visa,credit,hotmail.com,,158.0,87.0,,
15923,3002923,1,429365,45.919,C,visa,credit,outlook.com,outlook.com,,,,0.0
15957,3002957,1,429816,226.0,W,visa,debit,gmail.com,,512.0,87.0,2079.0,
15976,3002976,1,430109,175.0,S,discover,credit,,gmail.com,123.0,87.0,,
15994,3002994,1,430328,226.0,W,visa,debit,gmail.com,,512.0,87.0,1937.0,
15999,3002999,1,430344,120.0,W,visa,credit,aol.com,,204.0,87.0,,
16014,3003014,1,430475,175.0,S,discover,credit,,,123.0,87.0,,
16030,3003030,1,430638,141.0,W,visa,credit,,,204.0,87.0,828.0,
16081,3003081,1,431292,49.544,C,mastercard,credit,outlook.com,outlook.com,161.0,60.0,,0.0
16101,3003101,1,431593,280.0,W,mastercard,credit,gmail.com,,272.0,87.0,2128.0,
16209,3003209,1,432970,47.128,C,visa,credit,outlook.com,outlook.com,161.0,60.0,,0.0
16334,3003334,1,434502,38.669000000000004,C,visa,credit,,,465.0,60.0,,7.0
16336,3003336,1,434524,32.325,C,mastercard,credit,gmail.com,gmail.com,,,,0.0
16347,3003347,1,434608,32.325,C,mastercard,credit,gmail.com,gmail.com,,,,0.0
16356,3003356,1,434720,78.788,C,mastercard,credit,hotmail.com,hotmail.com,,,,1.0
16358,3003358,1,434732,32.325,C,visa,debit,gmail.com,gmail.com,,,,0.0
16397,3003397,1,435415,100.0,W,visa,credit,gmail.com,,299.0,87.0,,
16410,3003410,1,435583,78.788,C,visa,debit,hotmail.com,hotmail.com,,,,1.0
16420,3003420,1,435634,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
16433,3003433,1,435787,78.788,C,mastercard,credit,hotmail.com,hotmail.com,,,,1.0
16434,3003434,1,435811,47.95,W,visa,debit,yahoo.com,,204.0,87.0,8.0,
16439,3003439,1,435921,47.732,C,mastercard,credit,hotmail.com,hotmail.com,,,,
16442,3003442,1,435954,47.732,C,mastercard,credit,hotmail.com,hotmail.com,,,,
16447,3003447,1,436001,47.732,C,mastercard,credit,hotmail.com,hotmail.com,,,,
16484,3003484,1,436743,260.0,W,visa,debit,,,122.0,87.0,,
16488,3003488,1,436813,25.256,C,visa,debit,gmail.com,gmail.com,,,,521.0
16528,3003528,1,437372,196.0,W,visa,debit,gmail.com,,220.0,87.0,1.0,
16775,3003775,1,441059,260.0,W,visa,debit,,,122.0,87.0,,
16792,3003792,1,441349,140.0,W,visa,debit,,,122.0,87.0,,
16812,3003812,1,441556,141.0,W,visa,debit,,,122.0,87.0,12.0,
16819,3003819,1,441655,19.334,C,visa,credit,gmail.com,gmail.com,465.0,60.0,,7.0
16826,3003826,1,441739,108.5,W,visa,debit,gmail.com,,441.0,87.0,3.0,
16867,3003867,1,442630,140.0,W,visa,debit,,,122.0,87.0,,
16980,3003980,1,444772,100.0,R,visa,debit,gmail.com,gmail.com,330.0,87.0,,
17004,3004004,1,445041,100.0,R,visa,debit,gmail.com,gmail.com,512.0,87.0,,
17009,3004009,1,445292,473.0,W,visa,credit,me.com,,299.0,87.0,2.0,
17188,3004188,1,450132,306.95,W,visa,credit,outlook.com,,226.0,87.0,33.0,
17260,3004260,1,454017,85.494,C,mastercard,credit,icloud.com,icloud.com,,,,2.0
17262,3004262,1,454091,85.494,C,mastercard,credit,icloud.com,icloud.com,483.0,60.0,,2.0
17339,3004339,1,468557,200.0,R,american express,credit,gmail.com,gmail.com,272.0,87.0,,
17418,3004418,1,477758,300.0,H,mastercard,credit,aol.com,aol.com,299.0,87.0,,
17422,3004422,1,477913,39.95,W,visa,debit,outlook.com,,476.0,87.0,760.0,
17423,3004423,1,477983,300.0,H,mastercard,credit,aol.com,aol.com,299.0,87.0,,
17426,3004426,1,478055,117.0,W,mastercard,credit,,,204.0,87.0,54.0,
17428,3004428,1,478138,300.0,H,mastercard,credit,aol.com,aol.com,264.0,87.0,,
17432,3004432,1,478284,300.0,H,mastercard,credit,aol.com,aol.com,330.0,87.0,,
17451,3004451,1,478902,44.0,W,visa,debit,gmail.com,,325.0,87.0,929.0,
17610,3004610,1,483411,39.0,W,discover,credit,icloud.com,,220.0,87.0,,
17622,3004622,1,483566,39.0,W,mastercard,credit,icloud.com,,220.0,87.0,9.0,
17626,3004626,1,483693,39.0,W,visa,credit,icloud.com,,220.0,87.0,,
17637,3004637,1,483842,29.0,W,visa,credit,icloud.com,,220.0,87.0,9.0,
17638,3004638,1,483847,52.95,W,visa,debit,gmail.com,,325.0,87.0,,
17645,3004645,1,484182,38.669000000000004,C,visa,credit,gmail.com,gmail.com,465.0,60.0,,4.0
17648,3004648,1,484229,38.669000000000004,C,visa,credit,gmail.com,gmail.com,465.0,60.0,,4.0
17676,3004676,1,484716,19.334,C,visa,credit,gmail.com,gmail.com,,,,4.0
17684,3004684,1,484754,19.334,C,visa,credit,gmail.com,gmail.com,465.0,60.0,,4.0
17720,3004720,1,485317,47.732,C,mastercard,credit,gmail.com,gmail.com,431.0,60.0,,
17725,3004725,1,485365,47.732,C,mastercard,credit,gmail.com,gmail.com,431.0,60.0,,
17730,3004730,1,485401,47.732,C,mastercard,credit,gmail.com,gmail.com,431.0,60.0,,
17858,3004858,1,487681,20.0,W,visa,debit,,,264.0,87.0,,
18051,3005051,1,490458,49.0,W,mastercard,debit,,,181.0,87.0,,
18098,3005098,1,491208,400.0,W,mastercard,debit,aol.com,,203.0,87.0,,
18127,3005127,1,491590,171.0,W,mastercard,credit,aol.com,,204.0,87.0,54.0,
18147,3005147,1,491975,123.43799999999999,C,visa,credit,gmail.com,gmail.com,391.0,60.0,,
18230,3005230,1,493240,300.0,H,visa,credit,gmail.com,gmail.com,299.0,87.0,,
18315,3005315,1,494641,160.5,W,mastercard,credit,aol.com,,204.0,87.0,,
18373,3005373,1,495431,30.089000000000002,C,visa,debit,outlook.com,outlook.com,508.0,60.0,,139.0
18375,3005375,1,495450,141.0,W,visa,debit,,,299.0,87.0,3.0,
18382,3005382,1,495529,30.089000000000002,C,visa,debit,outlook.com,outlook.com,508.0,60.0,,139.0
18389,3005389,1,495659,30.089000000000002,C,mastercard,debit,outlook.com,outlook.com,,,,139.0
18411,3005411,1,495982,12.567,C,visa,credit,gmail.com,gmail.com,,,,
18416,3005416,1,496045,12.567,C,visa,credit,gmail.com,gmail.com,,,,
18422,3005422,1,496100,12.567,C,visa,credit,gmail.com,gmail.com,,,,
18441,3005441,1,496314,50.0,W,visa,debit,gmail.com,,384.0,87.0,,
18529,3005529,1,497305,117.0,W,visa,credit,gmail.com,,191.0,87.0,,
18530,3005530,1,497307,554.0,W,visa,credit,gmail.com,,502.0,87.0,,
18600,3005600,1,498261,39.0,W,visa,debit,,,325.0,87.0,,
18615,3005615,1,498459,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
18623,3005623,1,498577,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
18661,3005661,1,499067,39.0,W,visa,debit,gmail.com,,325.0,87.0,3.0,
18685,3005685,1,499438,22.053,C,visa,debit,hotmail.com,hotmail.com,465.0,60.0,,7.0
18695,3005695,1,499551,98.0,W,mastercard,debit,aol.com,,203.0,87.0,,
18816,3005816,1,501216,117.0,W,visa,credit,,,264.0,87.0,31.0,
18870,3005870,1,502004,60.903,C,visa,debit,gmail.com,gmail.com,,,,
18885,3005885,1,502149,80.0,W,visa,credit,gmail.com,,299.0,87.0,,
18906,3005906,1,502433,90.63,C,visa,debit,gmail.com,gmail.com,161.0,60.0,,
19016,3006016,1,503996,200.0,R,visa,credit,yahoo.com,yahoo.com,123.0,87.0,,
19017,3006017,1,504000,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
19037,3006037,1,504168,78.788,C,visa,credit,hotmail.com,hotmail.com,,,,1.0
19064,3006064,1,504529,78.788,C,visa,credit,hotmail.com,hotmail.com,161.0,60.0,,1.0
19104,3006104,1,505105,171.0,W,visa,debit,gmail.com,,330.0,87.0,46.0,
19164,3006164,1,505911,59.091,C,mastercard,credit,hotmail.com,hotmail.com,,,,1.0
19207,3006207,1,506451,1442.91,W,visa,debit,gmail.com,,325.0,87.0,7.0,
19295,3006295,1,507687,55.0,W,visa,debit,anonymous.com,,272.0,87.0,427.0,
19302,3006302,1,507783,120.0,W,visa,debit,,,122.0,87.0,,
19306,3006306,1,507889,34.0,W,visa,debit,gmail.com,,203.0,87.0,,
19383,3006383,1,509020,250.0,W,visa,debit,,,204.0,87.0,,
19399,3006399,1,509219,250.0,R,mastercard,debit,gmail.com,yahoo.com,299.0,87.0,,
19403,3006403,1,509306,250.0,R,mastercard,debit,gmail.com,yahoo.com,299.0,87.0,,
19407,3006407,1,509328,250.0,R,mastercard,debit,gmail.com,yahoo.com,299.0,87.0,,
19414,3006414,1,509360,280.0,W,visa,debit,,,204.0,87.0,2.0,
19444,3006444,1,509800,54.0,W,visa,debit,yahoo.com,,315.0,87.0,108.0,
19445,3006445,1,509805,40.0,W,visa,credit,gmail.com,,204.0,87.0,,
19464,3006464,1,509962,75.0,W,visa,debit,,,315.0,87.0,,
19482,3006482,1,510270,150.0,W,visa,credit,,,264.0,87.0,,
19503,3006503,1,510505,40.0,W,mastercard,debit,live.com,,181.0,87.0,,
19533,3006533,1,510924,368.95,W,visa,credit,comcast.net,,191.0,87.0,3.0,
19589,3006589,1,511592,100.0,W,visa,debit,,,122.0,87.0,,
19622,3006622,1,512129,38.669000000000004,C,visa,credit,gmail.com,gmail.com,,,,
19652,3006652,1,512525,75.0,W,mastercard,credit,gmail.com,,264.0,87.0,,
19664,3006664,1,512635,88.95,W,visa,debit,gmail.com,,123.0,87.0,,
19674,3006674,1,512814,92.0,W,mastercard,credit,gmail.com,,264.0,87.0,29.0,
19696,3006696,1,513107,29.0,W,visa,credit,icloud.com,,220.0,87.0,9.0,
19708,3006708,1,513320,29.0,W,discover,credit,icloud.com,,220.0,87.0,9.0,
19720,3006720,1,513492,75.0,W,mastercard,credit,gmail.com,,264.0,87.0,,
19723,3006723,1,513528,29.0,W,visa,credit,icloud.com,,220.0,87.0,9.0,
19742,3006742,1,513764,92.0,W,mastercard,credit,gmail.com,,264.0,87.0,40.0,
19743,3006743,1,513776,200.0,H,visa,credit,gmail.com,,122.0,87.0,,
19758,3006758,1,514035,200.0,H,visa,credit,gmail.com,,122.0,87.0,,
19760,3006760,1,514073,200.0,H,visa,credit,gmail.com,,122.0,87.0,,
19762,3006762,1,514105,200.0,H,visa,credit,gmail.com,,122.0,87.0,,
19772,3006772,1,514160,200.0,H,visa,credit,gmail.com,,122.0,87.0,,
19802,3006802,1,514614,120.0,W,visa,debit,,,122.0,87.0,,
19806,3006806,1,514672,729.95,W,mastercard,credit,yahoo.com,,264.0,87.0,28.0,
19863,3006863,1,515564,20.0,W,visa,debit,gmail.com,,184.0,87.0,19.0,
19868,3006868,1,515598,250.0,W,visa,debit,aol.com,,204.0,87.0,13.0,
19885,3006885,1,515770,250.0,W,visa,credit,hotmail.com,,158.0,87.0,,
19890,3006890,1,515814,50.0,H,visa,credit,yahoo.com,gmail.com,325.0,87.0,,
19902,3006902,1,516029,281.8,W,visa,credit,hotmail.com,,158.0,87.0,8.0,
19920,3006920,1,516376,250.0,W,visa,credit,hotmail.com,,158.0,87.0,,
20012,3007012,1,517306,76.95,W,visa,debit,,,204.0,87.0,,
20017,3007017,1,517344,54.136,C,visa,debit,gmail.com,gmail.com,161.0,60.0,,
20026,3007026,1,517467,54.136,C,visa,debit,gmail.com,gmail.com,161.0,60.0,,
20031,3007031,1,517518,54.136,C,visa,debit,gmail.com,gmail.com,161.0,60.0,,
20037,3007037,1,517605,250.0,W,visa,credit,hotmail.com,,158.0,87.0,,
20040,3007040,1,517700,15.275,C,visa,credit,anonymous.com,anonymous.com,,,,
20062,3007062,1,517956,54.136,C,visa,debit,gmail.com,gmail.com,,,,
20116,3007116,1,518656,90.63,C,visa,debit,gmail.com,gmail.com,161.0,60.0,,
20175,3007175,1,519416,128.0,W,visa,debit,,,122.0,87.0,,
20209,3007209,1,519849,100.0,W,visa,debit,,,122.0,87.0,,
20260,3007260,1,520439,221.0,W,visa,debit,,,310.0,87.0,173.0,
20262,3007262,1,520464,196.727,C,mastercard,debit,hotmail.com,hotmail.com,465.0,60.0,,7.0
20275,3007275,1,520676,196.727,C,mastercard,credit,hotmail.com,hotmail.com,465.0,60.0,,7.0
20305,3007305,1,521055,30.0,S,visa,debit,,yahoo.com,123.0,87.0,,1078.0
20309,3007309,1,521154,30.0,S,visa,debit,,yahoo.com,123.0,87.0,,1078.0
20316,3007316,1,521226,48.215,C,visa,credit,gmail.com,gmail.com,508.0,60.0,,144.0
20321,3007321,1,521296,30.0,S,visa,debit,,yahoo.com,123.0,87.0,,
20404,3007404,1,522494,17.038,C,visa,credit,gmail.com,gmail.com,,,,144.0
20483,3007483,1,523762,48.94,C,visa,credit,anonymous.com,anonymous.com,,,,7.0
20488,3007488,1,523850,48.94,C,visa,credit,anonymous.com,anonymous.com,130.0,60.0,,7.0
20517,3007517,1,524430,674.95,W,mastercard,credit,,,264.0,87.0,28.0,
20545,3007545,1,525037,78.788,C,visa,credit,hotmail.com,hotmail.com,161.0,60.0,,1.0
20549,3007549,1,525110,19.5,W,visa,debit,,,184.0,87.0,19.0,
20612,3007612,1,526163,72.0,W,mastercard,credit,gmail.com,,204.0,87.0,974.0,
20623,3007623,1,526485,88.5,W,visa,debit,,,433.0,87.0,64.0,
20634,3007634,1,526698,117.0,W,visa,debit,gmail.com,,310.0,87.0,8.0,
20640,3007640,1,526865,0.484,C,visa,credit,anonymous.com,anonymous.com,465.0,60.0,,
20676,3007676,1,527541,56.31100000000001,C,visa,credit,gmail.com,gmail.com,167.0,60.0,,
20679,3007679,1,527556,300.0,W,visa,credit,hotmail.com,,158.0,87.0,,
20710,3007710,1,528067,56.31100000000001,C,visa,credit,gmail.com,gmail.com,161.0,60.0,,
20719,3007719,1,528143,56.31100000000001,C,mastercard,debit,gmail.com,gmail.com,161.0,60.0,,
20758,3007758,1,529019,120.0,W,visa,debit,,,122.0,87.0,,
20795,3007795,1,529830,20.0,W,visa,debit,gmail.com,,476.0,87.0,,
20812,3007812,1,530161,59.0,W,visa,debit,gmail.com,,420.0,87.0,20.0,
20838,3007838,1,530598,88.5,W,visa,debit,yahoo.com,,433.0,87.0,64.0,
20856,3007856,1,531135,170.842,C,visa,credit,hotmail.com,hotmail.com,465.0,60.0,,7.0
20879,3007879,1,531641,170.842,C,visa,credit,hotmail.com,hotmail.com,465.0,60.0,,7.0
20979,3007979,1,533958,56.31100000000001,C,mastercard,credit,gmail.com,gmail.com,161.0,60.0,,634.0
20986,3007986,1,534016,56.31100000000001,C,mastercard,credit,gmail.com,gmail.com,161.0,60.0,,634.0
20987,3007987,1,534088,56.31100000000001,C,visa,credit,gmail.com,gmail.com,161.0,60.0,,634.0
20992,3007992,1,534197,56.31100000000001,C,visa,credit,gmail.com,gmail.com,161.0,60.0,,634.0
20996,3007996,1,534297,56.31100000000001,C,visa,credit,gmail.com,gmail.com,161.0,60.0,,634.0
21047,3008047,1,535817,44.0,W,visa,debit,yahoo.com,,264.0,87.0,,
21154,3008154,1,541349,300.0,H,visa,credit,gmail.com,,122.0,87.0,,
21167,3008167,1,542936,473.0,W,visa,credit,me.com,,299.0,87.0,2.0,
21193,3008193,1,550190,311.95,W,visa,debit,gmail.com,,310.0,87.0,,
21327,3008327,1,564837,100.0,H,mastercard,credit,yahoo.com,yahoo.com,315.0,87.0,,
21434,3008434,1,568548,300.0,H,mastercard,debit,yahoo.com,,251.0,87.0,,
21503,3008503,1,570181,55.0,W,mastercard,credit,gmail.com,,204.0,87.0,,
21632,3008632,1,573303,100.0,W,mastercard,credit,icloud.com,,220.0,87.0,,
21645,3008645,1,573526,117.0,W,mastercard,credit,icloud.com,,220.0,87.0,9.0,
21659,3008659,1,573783,14.802999999999999,C,mastercard,debit,hotmail.com,hotmail.com,242.0,60.0,,3.0
21669,3008669,1,573906,92.0,W,visa,debit,gmail.com,,123.0,87.0,4.0,
21882,3008882,1,577216,54.5,W,mastercard,debit,gmail.com,,299.0,87.0,2.0,
21895,3008895,1,577427,60.722,C,visa,credit,hotmail.com,hotmail.com,465.0,60.0,,321.0
21902,3008902,1,577531,60.722,C,visa,credit,hotmail.com,hotmail.com,465.0,60.0,,321.0
21910,3008910,1,577623,60.722,C,mastercard,credit,hotmail.com,hotmail.com,465.0,60.0,,321.0
21915,3008915,1,577687,60.722,C,mastercard,credit,hotmail.com,hotmail.com,465.0,60.0,,321.0
22041,3009041,1,579392,200.0,H,american express,credit,gmail.com,,315.0,87.0,,
22046,3009046,1,579455,200.0,H,american express,credit,gmail.com,,315.0,87.0,,
22051,3009051,1,579505,200.0,H,american express,credit,gmail.com,,315.0,87.0,,
